site,date,day,tempHigh,tempLow,dewLow
MCDOELIVA1,2016-08-07,21,92,71,56
MOLIKARMD1,2016-06-07,1,87,65,50
MOLIKARMD1,2016-06-08,2,74,62,38
MOLIKARMD1,2016-06-09,3,82,53,39
MOLIKARMD1,2016-06-10,4,82,63,37
MOLIKARMD1,2016-06-11,5,96,66,58
MOLIKARMD1,2016-06-12,6,93,70,34
MOLIKARMD1,2016-06-13,7,81,64,42
MOLIKARMD1,2016-07-08,8,91,77,68
MOLIKARMD1,2016-07-09,9,93,78,61
MOLIKARMD1,2016-07-10,10,86,74,60
MOLIKARMD1,2016-07-11,11,88,70,52
MOLIKARMD1,2016-07-12,12,87,73,62
MOLIKARMD1,2016-07-13,13,90,75,68
MOLIKARMD1,2016-07-14,14,98,75,68
MOLIKARMD1,2016-08-21,15,91,74,62
MOLIKARMD1,2016-08-22,16,85,69,56
MOLIKARMD1,2016-08-23,17,84,67,56
MOLIKARMD1,2016-08-24,18,86,67,60
MOLIKARMD1,2016-08-25,19,89,71,63
MOLIKARMD1,2016-08-26,20,95,77,65
MOLIKARMD1,2016-08-27,21,92,77,68
MORRCHRVA1,2016-06-27,1,87,68,62
MORRCHRVA1,2016-06-28,2,87,69,64
MORRCHRVA1,2016-06-29,3,82,68,55
MORRCHRVA1,2016-06-30,4,84,65,53
MORRCHRVA1,2016-07-01,5,88,71,66
MORRCHRVA1,2016-07-02,6,80,70,50
MORRCHRVA1,2016-07-03,7,74,64,54
MORRCHRVA1,2016-07-18,8,95,73,66
MORRCHRVA1,2016-07-19,9,92,70,63
MORRCHRVA1,2016-07-20,10,89,70,59
MORRCHRVA1,2016-07-21,11,90,71,62
MORRCHRVA1,2016-07-22,12,95,74,68
MORRCHRVA1,2016-07-23,13,98,79,68
MORRCHRVA1,2016-07-24,14,97,80,64
MORRCHRVA1,2016-08-01,15,93,76,69
MORRCHRVA1,2016-08-02,16,91,75,67
MORRCHRVA1,2016-08-03,17,83,72,64
MORRCHRVA1,2016-08-04,18,86,70,59
MORRCHRVA1,2016-08-05,19,85,73,66
MORRCHRVA1,2016-08-06,20,94,75,69
MORRCHRVA1,2016-08-07,21,92,71,56
MOSMCARMD1,2016-06-28,1,87,69,64
MOSMCARMD1,2016-06-29,2,82,68,55
MOSMCARMD1,2016-06-30,3,84,65,53
MOSMCARMD1,2016-07-01,4,88,71,66
MOSMCARMD1,2016-07-02,5,80,70,50
MOSMCARMD1,2016-07-03,6,74,64,54
MOSMCARMD1,2016-07-04,7,74,68,65
MOSMCARMD1,2016-07-19,8,92,70,63
MOSMCARMD1,2016-07-20,9,89,70,59
MOSMCARMD1,2016-07-21,10,90,71,62
MOSMCARMD1,2016-07-22,11,95,74,68
MOSMCARMD1,2016-07-23,12,98,79,68
MOSMCARMD1,2016-07-24,13,97,80,64
MOSMCARMD1,2016-07-25,14,100,81,69
MOSMCARMD1,2016-08-23,15,84,67,56
MOSMCARMD1,2016-08-24,16,86,67,60
MOSMCARMD1,2016-08-25,17,89,71,63
MOSMCARMD1,2016-08-26,18,95,77,65
MOSMCARMD1,2016-08-27,19,92,77,68
MOSMCARMD1,2016-08-28,20,90,74,59
MOSMCARMD1,2016-08-29,21,94,72,66
NEWBCARVA1,2016-06-15,1,83,66,58
NEWBCARVA1,2016-06-16,2,89,68,65
NEWBCARVA1,2016-06-17,3,82,66,55
NEWBCARVA1,2016-06-18,4,85,66,51
NEWBCARVA1,2016-06-19,5,90,65,51
NEWBCARVA1,2016-06-20,6,91,68,55
NEWBCARVA1,2016-06-21,7,91,72,61
NEWBCARVA1,2016-07-11,8,88,70,52
NEWBCARVA1,2016-07-12,9,87,73,62
NEWBCARVA1,2016-07-13,10,90,75,68
NEWBCARVA1,2016-07-14,11,98,75,68
NEWBCARVA1,2016-07-15,12,94,76,62
NEWBCARVA1,2016-07-16,13,93,72,66
NEWBCARVA1,2016-07-17,14,93,71,61
NEWBCARVA1,2016-08-15,15,100,73,69
NEWBCARVA1,2016-08-16,16,97,75,72
NEWBCARVA1,2016-08-17,17,95,72,68
NEWBCARVA1,2016-08-18,18,92,74,67
NEWBCARVA1,2016-08-19,19,92,74,60
NEWBCARVA1,2016-08-20,20,91,75,58
NEWBCARVA1,2016-08-21,21,91,74,62
OBRICHRMD1,2016-06-29,1,82,68,55
OBRICHRMD1,2016-06-30,2,84,65,53
OBRICHRMD1,2016-07-01,3,88,71,66
OBRICHRMD1,2016-07-02,4,80,70,50
OBRICHRMD1,2016-07-03,5,74,64,54
OBRICHRMD1,2016-07-04,6,74,68,65
OBRICHRMD1,2016-07-05,7,91,74,70
OBRICHRMD1,2016-07-27,8,97,81,60
OBRICHRMD1,2016-07-28,9,95,77,69
OBRICHRMD1,2016-07-29,10,92,75,67
OBRICHRMD1,2016-07-30,11,90,74,71
OBRICHRMD1,2016-07-31,12,92,75,69
OBRICHRMD1,2016-08-01,13,93,76,69
OBRICHRMD1,2016-08-02,14,91,75,67
OBRICHRMD1,2016-08-23,15,84,67,56
OBRICHRMD1,2016-08-24,16,86,67,60
OBRICHRMD1,2016-08-25,17,89,71,63
OBRICHRMD1,2016-08-26,18,95,77,65
OBRICHRMD1,2016-08-27,19,92,77,68
OBRICHRMD1,2016-08-28,20,90,74,59
OBRICHRMD1,2016-08-29,21,94,72,66
ONTAHOUDC1,2016-06-13,1,81,64,42
ONTAHOUDC1,2016-06-14,2,81,67,45
ONTAHOUDC1,2016-06-15,3,83,66,58
ONTAHOUDC1,2016-06-16,4,89,68,65
ONTAHOUDC1,2016-06-17,5,82,66,55
ONTAHOUDC1,2016-06-18,6,85,66,51
ONTAHOUDC1,2016-06-19,7,90,65,51
ONTAHOUDC1,2016-07-14,8,98,75,68
ONTAHOUDC1,2016-07-15,9,94,76,62
ONTAHOUDC1,2016-07-16,10,93,72,66
ONTAHOUDC1,2016-07-17,11,93,71,61
ONTAHOUDC1,2016-07-18,12,95,73,66
ONTAHOUDC1,2016-07-19,13,92,70,63
ONTAHOUDC1,2016-07-20,14,89,70,59
ONTAHOUDC1,2016-08-03,15,83,72,64
ONTAHOUDC1,2016-08-04,16,86,70,59
ONTAHOUDC1,2016-08-05,17,85,73,66
ONTAHOUDC1,2016-08-06,18,94,75,69
ONTAHOUDC1,2016-08-07,19,92,71,56
ONTAHOUDC1,2016-08-08,20,92,70,56
ONTAHOUDC1,2016-08-09,21,81,68,62
PADORAMVA1,2016-06-23,1,82,70,67
PADORAMVA1,2016-06-24,2,86,71,67
PADORAMVA1,2016-06-25,3,85,72,57
PADORAMVA1,2016-06-26,4,86,66,49
PADORAMVA1,2016-06-27,5,87,68,62
PADORAMVA1,2016-06-28,6,87,69,64
PADORAMVA1,2016-06-29,7,82,68,55
PADORAMVA1,2016-07-07,8,93,77,69
PADORAMVA1,2016-07-08,9,91,77,68
PADORAMVA1,2016-07-09,10,93,78,61
PADORAMVA1,2016-07-10,11,86,74,60
PADORAMVA1,2016-07-11,12,88,70,52
PADORAMVA1,2016-07-12,13,87,73,62
PADORAMVA1,2016-07-13,14,90,75,68
PADORAMVA1,2016-08-22,15,85,69,56
PADORAMVA1,2016-08-23,16,84,67,56
PADORAMVA1,2016-08-24,17,86,67,60
PADORAMVA1,2016-08-25,18,89,71,63
PADORAMVA1,2016-08-26,19,95,77,65
PADORAMVA1,2016-08-27,20,92,77,68
PADORAMVA1,2016-08-28,21,90,74,59
PERRCHRMD1,2016-06-21,1,91,72,61
PERRCHRMD1,2016-06-22,2,86,69,50
PERRCHRMD1,2016-06-23,3,82,70,67
PERRCHRMD1,2016-06-24,4,86,71,67
PERRCHRMD1,2016-06-25,5,85,72,57
PERRCHRMD1,2016-06-26,6,86,66,49
PERRCHRMD1,2016-06-27,7,87,68,62
PERRCHRMD1,2016-07-26,8,98,80,64
PERRCHRMD1,2016-07-27,9,97,81,60
PERRCHRMD1,2016-07-28,10,95,77,69
PERRCHRMD1,2016-07-29,11,92,75,67
PERRCHRMD1,2016-07-30,12,90,74,71
PERRCHRMD1,2016-07-31,13,92,75,69
PERRCHRMD1,2016-08-01,14,93,76,69
PERRCHRMD1,2016-08-07,15,92,71,56
PERRCHRMD1,2016-08-08,16,92,70,56
PERRCHRMD1,2016-08-09,17,81,68,62
PERRCHRMD1,2016-08-10,18,95,77,71
PERRCHRMD1,2016-08-11,19,97,78,70
PERRCHRMD1,2016-08-12,20,99,81,73
PERRCHRMD1,2016-08-13,21,101,81,74
PHARAIMMD1,2016-06-28,1,87,69,64
PHARAIMMD1,2016-06-29,2,82,68,55
PHARAIMMD1,2016-06-30,3,84,65,53
PHARAIMMD1,2016-07-01,4,88,71,66
PHARAIMMD1,2016-07-02,5,80,70,50
PHARAIMMD1,2016-07-03,6,74,64,54
PHARAIMMD1,2016-07-04,7,74,68,65
PHARAIMMD1,2016-07-26,8,98,80,64
PHARAIMMD1,2016-07-27,9,97,81,60
PHARAIMMD1,2016-07-28,10,95,77,69
PHARAIMMD1,2016-07-29,11,92,75,67
PHARAIMMD1,2016-07-30,12,90,74,71
PHARAIMMD1,2016-07-31,13,92,75,69
PHARAIMMD1,2016-08-01,14,93,76,69
PHARAIMMD1,2016-08-09,15,81,68,62
PHARAIMMD1,2016-08-10,16,95,77,71
PHARAIMMD1,2016-08-11,17,97,78,70
PHARAIMMD1,2016-08-12,18,99,81,73
PHARAIMMD1,2016-08-13,19,101,81,74
PHARAIMMD1,2016-08-14,20,100,80,68
PHARAIMMD1,2016-08-15,21,100,73,69
PIROELADC1,2016-06-07,1,87,65,50
PIROELADC1,2016-06-08,2,74,62,38
PIROELADC1,2016-06-09,3,82,53,39
PIROELADC1,2016-06-10,4,82,63,37
PIROELADC1,2016-06-11,5,96,66,58
PIROELADC1,2016-06-12,6,93,70,34
PIROELADC1,2016-06-13,7,81,64,42
PIROELADC1,2016-07-28,8,95,77,69
PIROELADC1,2016-07-29,9,92,75,67
PIROELADC1,2016-07-30,10,90,74,71
PIROELADC1,2016-07-31,11,92,75,69
PIROELADC1,2016-08-01,12,93,76,69
PIROELADC1,2016-08-02,13,91,75,67
PIROELADC1,2016-08-03,14,83,72,64
PIROELADC1,2016-08-24,15,86,67,60
PIROELADC1,2016-08-25,16,89,71,63
PIROELADC1,2016-08-26,17,95,77,65
PIROELADC1,2016-08-27,18,92,77,68
PIROELADC1,2016-08-28,19,90,74,59
PIROELADC1,2016-08-29,20,94,72,66
PIROELADC1,2016-08-30,21,91,75,61
REITBOBMD1,2016-06-22,1,86,69,50
REITBOBMD1,2016-06-23,2,82,70,67
REITBOBMD1,2016-06-24,3,86,71,67
REITBOBMD1,2016-06-25,4,85,72,57
REITBOBMD1,2016-06-26,5,86,66,49
REITBOBMD1,2016-06-27,6,87,68,62
REITBOBMD1,2016-06-28,7,87,69,64
REITBOBMD1,2016-07-04,8,74,68,65
REITBOBMD1,2016-07-05,9,91,74,70
REITBOBMD1,2016-07-06,10,94,77,69
REITBOBMD1,2016-07-07,11,93,77,69
REITBOBMD1,2016-07-08,12,91,77,68
REITBOBMD1,2016-07-09,13,93,78,61
REITBOBMD1,2016-07-10,14,86,74,60
REITBOBMD1,2016-08-14,15,100,80,68
REITBOBMD1,2016-08-15,16,100,73,69
REITBOBMD1,2016-08-16,17,97,75,72
REITBOBMD1,2016-08-17,18,95,72,68
REITBOBMD1,2016-08-18,19,92,74,67
REITBOBMD1,2016-08-19,20,92,74,60
REITBOBMD1,2016-08-20,21,91,75,58
ROHRSALMD1,2016-07-01,1,88,71,66
ROHRSALMD1,2016-07-02,2,80,70,50
ROHRSALMD1,2016-07-03,3,74,64,54
ROHRSALMD1,2016-07-04,4,74,68,65
ROHRSALMD1,2016-07-05,5,91,74,70
ROHRSALMD1,2016-07-06,6,94,77,69
ROHRSALMD1,2016-07-07,7,93,77,69
ROHRSALMD1,2016-07-29,8,92,75,67
ROHRSALMD1,2016-07-30,9,90,74,71
ROHRSALMD1,2016-07-31,10,92,75,69
ROHRSALMD1,2016-08-01,11,93,76,69
ROHRSALMD1,2016-08-02,12,91,75,67
ROHRSALMD1,2016-08-03,13,83,72,64
ROHRSALMD1,2016-08-04,14,86,70,59
ROHRSALMD1,2016-08-14,15,100,80,68
ROHRSALMD1,2016-08-15,16,100,73,69
ROHRSALMD1,2016-08-16,17,97,75,72
ROHRSALMD1,2016-08-17,18,95,72,68
ROHRSALMD1,2016-08-18,19,92,74,67
ROHRSALMD1,2016-08-19,20,92,74,60
ROHRSALMD1,2016-08-20,21,91,75,58
SALOSHEMD1,2016-06-06,1,87,69,57
SALOSHEMD1,2016-06-07,2,87,65,50
SALOSHEMD1,2016-06-08,3,74,62,38
SALOSHEMD1,2016-06-09,4,82,53,39
SALOSHEMD1,2016-06-10,5,82,63,37
SALOSHEMD1,2016-06-11,6,96,66,58
SALOSHEMD1,2016-06-12,7,93,70,34
SALOSHEMD1,2016-07-20,8,89,70,59
SALOSHEMD1,2016-07-21,9,90,71,62
SALOSHEMD1,2016-07-22,10,95,74,68
SALOSHEMD1,2016-07-23,11,98,79,68
SALOSHEMD1,2016-07-24,12,97,80,64
SALOSHEMD1,2016-07-25,13,100,81,69
SALOSHEMD1,2016-07-26,14,98,80,64
SALOSHEMD1,2016-08-04,15,86,70,59
SALOSHEMD1,2016-08-05,16,85,73,66
SALOSHEMD1,2016-08-06,17,94,75,69
SALOSHEMD1,2016-08-07,18,92,71,56
SALOSHEMD1,2016-08-08,19,92,70,56
SALOSHEMD1,2016-08-09,20,81,68,62
SALOSHEMD1,2016-08-10,21,95,77,71
SCHLROBMD1,2016-06-28,1,87,69,64
SCHLROBMD1,2016-06-29,2,82,68,55
SCHLROBMD1,2016-06-30,3,84,65,53
SCHLROBMD1,2016-07-01,4,88,71,66
SCHLROBMD1,2016-07-02,5,80,70,50
SCHLROBMD1,2016-07-03,6,74,64,54
SCHLROBMD1,2016-07-04,7,74,68,65
SCHLROBMD1,2016-07-19,8,92,70,63
SCHLROBMD1,2016-07-20,9,89,70,59
SCHLROBMD1,2016-07-21,10,90,71,62
SCHLROBMD1,2016-07-22,11,95,74,68
SCHLROBMD1,2016-07-23,12,98,79,68
SCHLROBMD1,2016-07-24,13,97,80,64
SCHLROBMD1,2016-07-25,14,100,81,69
SCHLROBMD1,2016-08-09,15,81,68,62
SCHLROBMD1,2016-08-10,16,95,77,71
SCHLROBMD1,2016-08-11,17,97,78,70
SCHLROBMD1,2016-08-12,18,99,81,73
SCHLROBMD1,2016-08-13,19,101,81,74
SCHLROBMD1,2016-08-14,20,100,80,68
SCHLROBMD1,2016-08-15,21,100,73,69
SILLSCOMD1,2016-06-09,1,82,53,39
SILLSCOMD1,2016-06-10,2,82,63,37
SILLSCOMD1,2016-06-11,3,96,66,58
SILLSCOMD1,2016-06-12,4,93,70,34
SILLSCOMD1,2016-06-13,5,81,64,42
SILLSCOMD1,2016-06-14,6,81,67,45
SILLSCOMD1,2016-06-15,7,83,66,58
SILLSCOMD1,2016-07-06,8,94,77,69
SILLSCOMD1,2016-07-07,9,93,77,69
SILLSCOMD1,2016-07-08,10,91,77,68
SILLSCOMD1,2016-07-09,11,93,78,61
SILLSCOMD1,2016-07-10,12,86,74,60
SILLSCOMD1,2016-07-11,13,88,70,52
SILLSCOMD1,2016-07-12,14,87,73,62
SILLSCOMD1,2016-08-11,15,97,78,70
SILLSCOMD1,2016-08-12,16,99,81,73
SILLSCOMD1,2016-08-13,17,101,81,74
SILLSCOMD1,2016-08-14,18,100,80,68
SILLSCOMD1,2016-08-15,19,100,73,69
SILLSCOMD1,2016-08-16,20,97,75,72
SILLSCOMD1,2016-08-17,21,95,72,68
STANJEFMD1,2016-06-17,1,82,66,55
STANJEFMD1,2016-06-18,2,85,66,51
STANJEFMD1,2016-06-19,3,90,65,51
STANJEFMD1,2016-06-20,4,91,68,55
STANJEFMD1,2016-06-21,5,91,72,61
STANJEFMD1,2016-06-22,6,86,69,50
STANJEFMD1,2016-06-23,7,82,70,67
STANJEFMD1,2016-07-27,8,97,81,60
STANJEFMD1,2016-07-28,9,95,77,69
STANJEFMD1,2016-07-29,10,92,75,67
STANJEFMD1,2016-07-30,11,90,74,71
STANJEFMD1,2016-07-31,12,92,75,69
STANJEFMD1,2016-08-01,13,93,76,69
STANJEFMD1,2016-08-02,14,91,75,67
STANJEFMD1,2016-08-17,15,95,72,68
STANJEFMD1,2016-08-18,16,92,74,67
STANJEFMD1,2016-08-19,17,92,74,60
STANJEFMD1,2016-08-20,18,91,75,58
STANJEFMD1,2016-08-21,19,91,74,62
STANJEFMD1,2016-08-22,20,85,69,56
STANJEFMD1,2016-08-23,21,84,67,56
STEWBETMD1,2016-06-27,1,87,68,62
STEWBETMD1,2016-06-28,2,87,69,64
STEWBETMD1,2016-06-29,3,82,68,55
STEWBETMD1,2016-06-30,4,84,65,53
STEWBETMD1,2016-07-01,5,88,71,66
STEWBETMD1,2016-07-02,6,80,70,50
STEWBETMD1,2016-07-03,7,74,64,54
STEWBETMD1,2016-07-22,8,95,74,68
STEWBETMD1,2016-07-23,9,98,79,68
STEWBETMD1,2016-07-24,10,97,80,64
STEWBETMD1,2016-07-25,11,100,81,69
STEWBETMD1,2016-07-26,12,98,80,64
STEWBETMD1,2016-07-27,13,97,81,60
STEWBETMD1,2016-07-28,14,95,77,69
STEWBETMD1,2016-08-05,15,85,73,66
STEWBETMD1,2016-08-06,16,94,75,69
STEWBETMD1,2016-08-07,17,92,71,56
STEWBETMD1,2016-08-08,18,92,70,56
STEWBETMD1,2016-08-09,19,81,68,62
STEWBETMD1,2016-08-10,20,95,77,71
STEWBETMD1,2016-08-11,21,97,78,70
STUECHRVA2,2016-06-22,1,86,69,50
STUECHRVA2,2016-06-23,2,82,70,67
STUECHRVA2,2016-06-24,3,86,71,67
STUECHRVA2,2016-06-25,4,85,72,57
STUECHRVA2,2016-06-26,5,86,66,49
STUECHRVA2,2016-06-27,6,87,68,62
STUECHRVA2,2016-06-28,7,87,69,64
STUECHRVA2,2016-07-18,8,95,73,66
STUECHRVA2,2016-07-19,9,92,70,63
STUECHRVA2,2016-07-20,10,89,70,59
STUECHRVA2,2016-07-21,11,90,71,62
STUECHRVA2,2016-07-22,12,95,74,68
STUECHRVA2,2016-07-23,13,98,79,68
STUECHRVA2,2016-07-24,14,97,80,64
STUECHRVA2,2016-08-15,15,100,73,69
STUECHRVA2,2016-08-16,16,97,75,72
STUECHRVA2,2016-08-17,17,95,72,68
STUECHRVA2,2016-08-18,18,92,74,67
STUECHRVA2,2016-08-19,19,92,74,60
STUECHRVA2,2016-08-20,20,91,75,58
STUECHRVA2,2016-08-21,21,91,74,62
STURCARMD1,2016-06-08,1,74,62,38
STURCARMD1,2016-06-09,2,82,53,39
STURCARMD1,2016-06-10,3,82,63,37
STURCARMD1,2016-06-11,4,96,66,58
STURCARMD1,2016-06-12,5,93,70,34
STURCARMD1,2016-06-13,6,81,64,42
STURCARMD1,2016-06-14,7,81,67,45
STURCARMD1,2016-07-22,8,95,74,68
STURCARMD1,2016-07-23,9,98,79,68
STURCARMD1,2016-07-24,10,97,80,64
STURCARMD1,2016-07-25,11,100,81,69
STURCARMD1,2016-07-26,12,98,80,64
STURCARMD1,2016-07-27,13,97,81,60
STURCARMD1,2016-07-28,14,95,77,69
STURCARMD1,2016-08-24,15,86,67,60
STURCARMD1,2016-08-25,16,89,71,63
STURCARMD1,2016-08-26,17,95,77,65
STURCARMD1,2016-08-27,18,92,77,68
STURCARMD1,2016-08-28,19,90,74,59
STURCARMD1,2016-08-29,20,94,72,66
STURCARMD1,2016-08-30,21,91,75,61
TATEJUAMD1,2016-06-14,1,81,67,45
TATEJUAMD1,2016-06-15,2,83,66,58
TATEJUAMD1,2016-06-16,3,89,68,65
TATEJUAMD1,2016-06-17,4,82,66,55
TATEJUAMD1,2016-06-18,5,85,66,51
TATEJUAMD1,2016-06-19,6,90,65,51
TATEJUAMD1,2016-06-20,7,91,68,55
TATEJUAMD1,2016-07-12,8,87,73,62
TATEJUAMD1,2016-07-13,9,90,75,68
TATEJUAMD1,2016-07-14,10,98,75,68
TATEJUAMD1,2016-07-15,11,94,76,62
TATEJUAMD1,2016-07-16,12,93,72,66
TATEJUAMD1,2016-07-17,13,93,71,61
TATEJUAMD1,2016-07-18,14,95,73,66
TATEJUAMD1,2016-08-07,15,92,71,56
TATEJUAMD1,2016-08-08,16,92,70,56
TATEJUAMD1,2016-08-09,17,81,68,62
TATEJUAMD1,2016-08-10,18,95,77,71
TATEJUAMD1,2016-08-11,19,97,78,70
TATEJUAMD1,2016-08-12,20,99,81,73
TATEJUAMD1,2016-08-13,21,101,81,74
VERSBETMD1,2016-07-01,1,88,71,66
VERSBETMD1,2016-07-02,2,80,70,50
VERSBETMD1,2016-07-03,3,74,64,54
VERSBETMD1,2016-07-04,4,74,68,65
VERSBETMD1,2016-07-05,5,91,74,70
VERSBETMD1,2016-07-06,6,94,77,69
VERSBETMD1,2016-07-07,7,93,77,69
VERSBETMD1,2016-07-29,8,92,75,67
VERSBETMD1,2016-07-30,9,90,74,71
VERSBETMD1,2016-07-31,10,92,75,69
VERSBETMD1,2016-08-01,11,93,76,69
VERSBETMD1,2016-08-02,12,91,70,59
VERSBETMD1,2016-08-03,13,83,72,64
VERSBETMD1,2016-08-04,14,86,70,59
VERSBETMD1,2016-08-21,15,91,74,62
VERSBETMD1,2016-08-22,16,85,69,56
VERSBETMD1,2016-08-23,17,84,67,56
VERSBETMD1,2016-08-24,18,86,67,60
VERSBETMD1,2016-08-25,19,89,71,63
VERSBETMD1,2016-08-26,20,95,77,65
VERSBETMD1,2016-08-27,21,92,77,68
VONGJENMD1,2016-06-22,1,86,69,50
VONGJENMD1,2016-06-23,2,82,70,67
VONGJENMD1,2016-06-24,3,86,71,67
VONGJENMD1,2016-06-25,4,85,72,57
VONGJENMD1,2016-06-26,5,86,66,49
VONGJENMD1,2016-06-27,6,87,68,62
VONGJENMD1,2016-06-28,7,87,69,64
VONGJENMD1,2016-07-06,8,94,77,69
VONGJENMD1,2016-07-07,9,93,77,69
VONGJENMD1,2016-07-08,10,91,77,68
VONGJENMD1,2016-07-09,11,93,78,61
VONGJENMD1,2016-07-10,12,86,74,60
VONGJENMD1,2016-07-11,13,88,70,52
VONGJENMD1,2016-07-12,14,87,73,62
VONGJENMD1,2016-08-24,15,86,67,60
VONGJENMD1,2016-08-25,16,89,71,63
VONGJENMD1,2016-08-26,17,95,77,65
VONGJENMD1,2016-08-27,18,92,77,68
VONGJENMD1,2016-08-28,19,90,74,59
VONGJENMD1,2016-08-29,20,94,72,66
VONGJENMD1,2016-08-30,21,91,75,61
WILLTERMD1,2016-06-29,1,82,68,55
WILLTERMD1,2016-06-30,2,84,65,53
WILLTERMD1,2016-07-01,3,88,71,66
WILLTERMD1,2016-07-02,4,80,70,50
WILLTERMD1,2016-07-03,5,74,64,54
WILLTERMD1,2016-07-04,6,74,68,65
WILLTERMD1,2016-07-05,7,91,74,70
WILLTERMD1,2016-07-13,8,90,75,68
WILLTERMD1,2016-07-14,9,98,75,68
WILLTERMD1,2016-07-15,10,94,76,62
WILLTERMD1,2016-07-16,11,93,72,66
WILLTERMD1,2016-07-17,12,93,71,61
WILLTERMD1,2016-07-18,13,95,73,66
WILLTERMD1,2016-07-19,14,92,70,63
WILLTERMD1,2016-08-04,15,86,70,59
WILLTERMD1,2016-08-05,16,85,73,66
WILLTERMD1,2016-08-06,17,94,75,69
WILLTERMD1,2016-08-07,18,92,71,56
WILLTERMD1,2016-08-08,19,92,70,56
WILLTERMD1,2016-08-09,20,81,68,62
WILLTERMD1,2016-08-10,21,95,77,71
ZAMBTRAMD1,2016-06-08,1,74,62,38
ZAMBTRAMD1,2016-06-09,2,82,53,39
ZAMBTRAMD1,2016-06-10,3,82,63,37
ZAMBTRAMD1,2016-06-11,4,96,66,58
ZAMBTRAMD1,2016-06-12,5,93,70,34
ZAMBTRAMD1,2016-06-13,6,81,64,42
ZAMBTRAMD1,2016-06-14,7,81,67,45
ZAMBTRAMD1,2016-07-21,8,90,71,62
ZAMBTRAMD1,2016-07-22,9,95,74,68
ZAMBTRAMD1,2016-07-23,10,98,79,68
ZAMBTRAMD1,2016-07-24,11,97,80,64
ZAMBTRAMD1,2016-07-25,12,100,81,69
ZAMBTRAMD1,2016-07-26,13,98,80,64
ZAMBTRAMD1,2016-07-27,14,97,81,60
ZAMBTRAMD1,2016-08-10,15,95,77,71
ZAMBTRAMD1,2016-08-11,16,97,78,70
ZAMBTRAMD1,2016-08-12,17,99,81,73
ZAMBTRAMD1,2016-08-13,18,101,81,74
ZAMBTRAMD1,2016-08-14,19,100,80,68
ZAMBTRAMD1,2016-08-15,20,100,73,69
ZAMBTRAMD1,2016-08-16,21,97,75,72
