site,visit,activity,date,timeHour,time,temp,dew
BALASUCMD1,1,setup,2016-06-29,13:10,790,,
BALASUCMD1,1,transect,2016-06-29,13:22,802,81,60.1
BALASUCMD1,2,takedown,2016-07-06,7:36,456,,
BALASUCMD1,2,pointcount,2016-07-06,7:40,460,,
BALASUCMD1,2,transect,2016-07-06,7:52,472,82,73
BALASUCMD1,2,resight,2016-07-06,7:56,476,,
BALASUCMD1,3,transect,2016-07-15,9:37,577,86,66.9
BALASUCMD1,3,pointcount,2016-07-15,9:42,582,,
BALASUCMD1,3,setup,2016-07-15,10:00,600,,
BALASUCMD1,4,transect,2016-07-22,7:09,429,75,71.1
BALASUCMD1,4,pointcount,2016-07-22,7:15,435,,
BALASUCMD1,4,resight,2016-07-22,7:28,448,,
BALASUCMD1,4,takedown,2016-07-22,7:56,476,,
BALASUCMD1,5,transect,2016-08-16,6:31,391,75,73
BALASUCMD1,5,resight,2016-08-16,6:34,394,,
BALASUCMD1,5,setup,2016-08-16,7:04,424,,
BALASUCMD1,6,transect,2016-08-23,12:05,725,80.1,55.9
BALASUCMD1,6,pointcount,2016-08-23,12:09,729,,
BALASUCMD1,6,takedown,2016-08-23,12:23,743,,
BALASUCMD1,6,resight,2016-08-23,12:27,747,,
BARBJERMD1,1,setup,2016-06-24,10:54,654,,
BARBJERMD1,1,transect,2016-06-24,10:58,658,81,69.1
BARBJERMD1,1,pointcount,2016-06-24,11:02,662,,
BARBJERMD1,1,resight,2016-06-24,11:15,675,,
BARBJERMD1,2,transect,2016-07-01,8:15,495,73.9,70
BARBJERMD1,2,takedown,2016-07-01,8:22,502,,
BARBJERMD1,2,pointcount,2016-07-01,8:27,507,,
BARBJERMD1,3,transect,2016-07-12,8:22,502,73.9,68
BARBJERMD1,3,setup,2016-07-12,8:38,518,,
BARBJERMD1,3,resight,2016-07-12,8:39,519,,
BARBJERMD1,4,transect,2016-07-19,8:49,529,82,70
BARBJERMD1,4,pointcount,2016-07-19,8:55,535,,
BARBJERMD1,4,takedown,2016-07-19,9:08,548,,
BARBJERMD1,5,transect,2016-08-23,10:01,601,77,57
BARBJERMD1,5,pointcount,2016-08-23,10:06,606,,
BARBJERMD1,5,resight,2016-08-23,10:22,622,,
BARBJERMD1,5,setup,2016-08-23,10:24,624,,
BARBJERMD1,6,transect,2016-08-30,9:35,575,80.1,63
BARBJERMD1,6,resight,2016-08-30,9:39,579,,
BARBJERMD1,6,takedown,2016-08-30,10:04,604,,
BEALTOMMD1,1,transect,2016-06-20,8:48,528,75,57.9
BEALTOMMD1,1,pointcount,2016-06-20,8:52,532,,
BEALTOMMD1,1,setup,2016-06-20,9:18,558,,
BEALTOMMD1,1,resight,2016-06-20,9:23,563,,
BEALTOMMD1,2,transect,2016-06-27,11:13,673,79,66.9
BEALTOMMD1,2,takedown,2016-06-27,11:17,677,,
BEALTOMMD1,2,pointcount,2016-06-27,11:24,684,,
BEALTOMMD1,3,transect,2016-07-13,7:02,422,77,73
BEALTOMMD1,3,resight,2016-07-13,7:05,425,,
BEALTOMMD1,3,setup,2016-07-13,7:41,461,,
BEALTOMMD1,4,transect,2016-07-20,9:12,552,75.9,66.9
BEALTOMMD1,4,pointcount,2016-07-20,9:15,555,,
BEALTOMMD1,4,takedown,2016-07-20,9:26,566,,
BEALTOMMD1,5,transect,2016-08-21,10:55,655,82,75
BEALTOMMD1,5,pointcount,2016-08-21,10:58,658,,
BEALTOMMD1,5,resight,2016-08-21,11:10,670,,
BEALTOMMD1,5,setup,2016-08-21,11:36,696,,
BEALTOMMD1,6,transect,2016-08-28,10:17,617,80.1,72
BEALTOMMD1,6,resight,2016-08-28,10:19,619,,
BEALTOMMD1,6,takedown,2016-08-28,10:37,637,,
BLOCDAVMD1,1,transect,2016-06-27,9:35,575,77,66.9
BLOCDAVMD1,1,setup,2016-06-27,9:53,593,,
BLOCDAVMD1,1,pointcount,2016-06-27,9:57,597,,
BLOCDAVMD1,1,resight,2016-06-27,10:09,609,,
BLOCDAVMD1,2,transect,2016-07-04,9:09,549,70,66
BLOCDAVMD1,2,takedown,2016-07-04,9:15,555,,
BLOCDAVMD1,2,resight,2016-07-04,9:18,558,,
BLOCDAVMD1,3,transect,2016-07-13,11:00,660,84,75
BLOCDAVMD1,3,pointcount,2016-07-13,11:07,667,,
BLOCDAVMD1,3,setup,2016-07-13,11:20,680,,
BLOCDAVMD1,4,transect,2016-07-20,6:10,370,70,66.9
BLOCDAVMD1,4,pointcount,2016-07-20,6:17,377,,
BLOCDAVMD1,4,resight,2016-07-20,6:31,391,,
BLOCDAVMD1,4,takedown,2016-07-20,6:55,415,,
BLOCDAVMD1,5,transect,2016-08-05,11:24,684,80.1,68
BLOCDAVMD1,5,pointcount,2016-08-05,11:31,691,,
BLOCDAVMD1,5,setup,2016-08-05,11:49,709,,
BLOCDAVMD1,6,transect,2016-08-12,8:04,484,82.9,73
BLOCDAVMD1,6,resight,2016-08-12,8:10,490,,
BLOCDAVMD1,6,takedown,2016-08-12,8:34,514,,
BRIGKIMMD1,1,setup,2016-06-09,12:19,739,,
BRIGKIMMD1,1,transect,2016-06-09,12:21,741,75,48
BRIGKIMMD1,1,pointcount,2016-06-09,12:27,747,,
BRIGKIMMD1,1,resight,2016-06-09,12:40,760,,
BRIGKIMMD1,2,takedown,2016-06-16,8:32,512,,
BRIGKIMMD1,2,transect,2016-06-16,8:38,518,72,68
BRIGKIMMD1,2,resight,2016-06-16,8:52,532,,
BRIGKIMMD1,3,transect,2016-07-05,11:06,666,82,73
BRIGKIMMD1,3,pointcount,2016-07-05,11:24,684,,
BRIGKIMMD1,3,setup,2016-07-05,11:37,697,,
BRIGKIMMD1,4,transect,2016-07-12,7:20,440,73,66.9
BRIGKIMMD1,4,resight,2016-07-12,7:24,444,,
BRIGKIMMD1,4,takedown,2016-07-12,7:55,475,,
BRIGKIMMD1,5,transect,2016-08-02,7:08,428,75.9,73
BRIGKIMMD1,5,pointcount,2016-08-02,7:14,434,,
BRIGKIMMD1,5,resight,2016-08-02,7:27,447,,
BRIGKIMMD1,5,setup,2016-08-02,8:02,482,,
BRIGKIMMD1,6,transect,2016-08-09,8:56,536,73.9,64
BRIGKIMMD1,6,pointcount,2016-08-09,9:01,541,,
BRIGKIMMD1,6,takedown,2016-08-09,9:13,553,,
BROWANNDC1,1,transect,2016-06-15,10:32,632,73.9,61
BROWANNDC1,1,pointcount,2016-06-15,10:39,639,,
BROWANNDC1,1,resight,2016-06-15,10:50,650,,
BROWANNDC1,1,setup,2016-06-15,11:21,681,,
BROWANNDC1,2,takedown,2016-06-22,10:04,604,,
BROWANNDC1,2,transect,2016-06-22,10:07,607,81,55.9
BROWANNDC1,2,resight,2016-06-22,10:10,610,,
BROWANNDC1,3,setup,2016-07-11,7:44,464,,
BROWANNDC1,3,transect,2016-07-11,7:49,469,75.9,61
BROWANNDC1,3,resight,2016-07-11,7:53,473,,
BROWANNDC1,4,takedown,2016-07-18,13:07,787,,
BROWANNDC1,4,transect,2016-07-18,13:10,790,91.9,75
BROWANNDC1,4,pointcount,2016-07-18,13:17,797,,
BROWANNDC1,5,transect,2016-08-22,11:43,703,81,61
BROWANNDC1,5,pointcount,2016-08-22,11:47,707,,
BROWANNDC1,5,resight,2016-08-22,11:58,718,,
BROWANNDC1,5,setup,2016-08-22,12:27,747,,
BROWANNDC1,6,transect,2016-08-29,6:26,386,73,66.9
BROWANNDC1,6,pointcount,2016-08-29,6:32,392,,
BROWANNDC1,6,takedown,2016-08-29,6:44,404,,
BROWANNMD1,1,setup,2016-06-21,12:33,753,,
BROWANNMD1,1,transect,2016-06-21,12:36,756,89.1,66
BROWANNMD1,1,pointcount,2016-06-21,12:42,762,,
BROWANNMD1,1,resight,2016-06-21,12:53,773,,
BROWANNMD1,2,takedown,2016-06-28,11:19,679,,
BROWANNMD1,2,transect,2016-06-28,11:26,686,80.1,73
BROWANNMD1,3,transect,2016-07-05,7:37,457,82,73
BROWANNMD1,3,pointcount,2016-07-05,7:42,462,,
BROWANNMD1,3,setup,2016-07-05,8:04,484,,
BROWANNMD1,4,transect,2016-07-12,10:04,604,80.1,71.1
BROWANNMD1,4,resight,2016-07-12,10:10,610,,
BROWANNMD1,4,takedown,2016-07-12,10:32,632,,
BROWANNMD1,5,transect,2016-08-02,9:52,592,82,73
BROWANNMD1,5,pointcount,2016-08-02,9:58,598,,
BROWANNMD1,5,resight,2016-08-02,10:11,611,,
BROWANNMD1,5,setup,2016-08-02,10:44,644,,
BROWANNMD1,6,transect,2016-08-09,11:15,675,75.9,64.9
BROWANNMD1,6,pointcount,2016-08-09,11:20,680,,
BROWANNMD1,6,resight,2016-08-09,11:30,690,,
BROWANNMD1,6,takedown,2016-08-09,11:53,713,,
BUISNORVA1,1,resight,2016-06-06,14:45,885,,
BUISNORVA1,1,pointcount,2016-06-06,14:58,898,,
BUISNORVA1,1,setup,2016-06-06,15:05,905,,
BUISNORVA1,1,transect,2016-06-06,15:10,910,86,59
BUISNORVA1,2,takedown,2016-06-13,12:53,773,,
BUISNORVA1,2,transect,2016-06-13,12:56,776,75,51.1
BUISNORVA1,2,resight,2016-06-13,13:01,781,,
BUISNORVA1,3,transect,2016-07-25,7:48,468,84.9,75.9
BUISNORVA1,3,pointcount,2016-07-25,7:54,474,,
BUISNORVA1,3,setup,2016-07-25,8:10,490,,
BUISNORVA1,4,transect,2016-08-01,8:42,522,82,72
BUISNORVA1,4,pointcount,2016-08-01,8:46,526,,
BUISNORVA1,4,resight,2016-08-01,8:57,537,,
BUISNORVA1,4,takedown,2016-08-01,9:19,559,,
BUISNORVA1,5,transect,2016-08-08,9:57,597,82.9,62.1
BUISNORVA1,5,resight,2016-08-08,9:59,599,,
BUISNORVA1,5,setup,2016-08-08,10:29,629,,
BUISNORVA1,6,transect,2016-08-15,8:57,537,84,69.1
BUISNORVA1,6,pointcount,2016-08-15,8:59,539,,
BUISNORVA1,6,takedown,2016-08-15,9:09,549,,
BURDROBVA1,1,transect,2016-06-13,11:18,678,72,48.9
BURDROBVA1,1,pointcount,2016-06-13,11:23,683,,
BURDROBVA1,1,resight,2016-06-13,11:37,697,,
BURDROBVA1,1,setup,2016-06-13,12:09,729,,
BURDROBVA1,2,takedown,2016-06-20,13:58,838,,
BURDROBVA1,2,transect,2016-06-20,14:04,844,88,55.9
BURDROBVA1,2,resight,2016-06-20,14:05,845,,
BURDROBVA1,3,transect,2016-07-18,11:48,708,90,75.9
BURDROBVA1,3,pointcount,2016-07-18,11:52,712,,
BURDROBVA1,3,setup,2016-07-18,12:06,726,,
BURDROBVA1,4,transect,2016-07-25,8:53,533,88,75
BURDROBVA1,4,resight,2016-07-25,9:11,551,,
BURDROBVA1,4,takedown,2016-07-25,9:36,576,,
BURDROBVA1,5,transect,2016-08-22,9:30,570,75.9,61
BURDROBVA1,5,pointcount,2016-08-22,9:34,574,,
BURDROBVA1,5,setup,2016-08-22,9:51,591,,
BURDROBVA1,6,transect,2016-08-29,7:44,464,75.9,66.9
BURDROBVA1,6,resight,2016-08-29,7:48,468,,
BURDROBVA1,6,takedown,2016-08-29,8:07,487,,
CAMPGLOMD1,1,setup,2016-06-17,10:46,646,,
CAMPGLOMD1,1,transect,2016-06-17,10:48,648,70,63
CAMPGLOMD1,1,pointcount,2016-06-17,10:55,655,,
CAMPGLOMD1,1,resight,2016-06-17,11:06,666,,
CAMPGLOMD1,2,transect,2016-06-24,12:25,745,82.9,70
CAMPGLOMD1,2,takedown,2016-06-24,12:29,749,,
CAMPGLOMD1,2,resight,2016-06-24,12:35,755,,
CAMPGLOMD1,3,transect,2016-07-06,9:48,588,84,73
CAMPGLOMD1,3,pointcount,2016-07-06,9:55,595,,
CAMPGLOMD1,3,setup,2016-07-06,10:57,657,,
CAMPGLOMD1,4,transect,2016-07-13,8:39,519,78.1,73.9
CAMPGLOMD1,4,pointcount,2016-07-13,8:46,526,,
CAMPGLOMD1,4,resight,2016-07-13,8:59,539,,
CAMPGLOMD1,4,takedown,2016-07-13,9:24,564,,
CAMPGLOMD1,5,transect,2016-08-02,6:09,369,75.9,72
CAMPGLOMD1,5,pointcount,2016-08-02,6:12,372,,
CAMPGLOMD1,5,setup,2016-08-02,6:29,389,,
CAMPGLOMD1,6,transect,2016-08-09,6:23,383,69.1,64.9
CAMPGLOMD1,6,resight,2016-08-09,6:27,387,,
CAMPGLOMD1,6,takedown,2016-08-09,6:51,411,,
CAMPROSMD1,1,transect,2016-06-20,6:46,406,70,55.9
CAMPROSMD1,1,pointcount,2016-06-20,6:53,413,,
CAMPROSMD1,1,setup,2016-06-20,7:30,450,,
CAMPROSMD1,2,transect,2016-06-27,8:39,519,75,66.9
CAMPROSMD1,2,takedown,2016-06-27,8:42,522,,
CAMPROSMD1,2,resight,2016-06-27,8:49,529,,
CAMPROSMD1,3,transect,2016-07-15,10:25,625,86,66.9
CAMPROSMD1,3,resight,2016-07-15,10:31,631,,
CAMPROSMD1,3,setup,2016-07-15,11:03,663,,
CAMPROSMD1,4,transect,2016-07-22,8:33,513,79,71.1
CAMPROSMD1,4,pointcount,2016-07-22,8:37,517,,
CAMPROSMD1,4,resight,2016-07-22,8:49,529,,
CAMPROSMD1,4,takedown,2016-07-22,9:16,556,,
CAMPROSMD1,5,transect,2016-08-13,6:38,398,81,87.3
CAMPROSMD1,5,pointcount,2016-08-13,6:44,404,,
CAMPROSMD1,5,resight,2016-08-13,6:55,415,,
CAMPROSMD1,5,setup,2016-08-13,7:25,445,,
CAMPROSMD1,6,transect,2016-08-20,6:59,419,75,71.1
CAMPROSMD1,6,pointcount,2016-08-20,7:01,421,,
CAMPROSMD1,6,takedown,2016-08-20,7:11,431,,
CLARCOLDC1,1,setup,2016-06-24,7:53,473,,
CLARCOLDC1,1,transect,2016-06-24,7:55,475,73.9,69.1
CLARCOLDC1,1,pointcount,2016-06-24,7:58,478,,
CLARCOLDC1,2,transect,2016-07-01,13:49,829,86,71.1
CLARCOLDC1,2,takedown,2016-07-01,13:53,833,,
CLARCOLDC1,2,resight,2016-07-01,13:56,836,,
CLARCOLDC1,3,transect,2016-07-07,7:24,444,80.1,75
CLARCOLDC1,3,setup,2016-07-07,7:29,449,,
CLARCOLDC1,3,pointcount,2016-07-07,7:48,468,,
CLARCOLDC1,4,transect,2016-07-14,10:41,641,88,75.9
CLARCOLDC1,4,resight,2016-07-14,10:45,645,,
CLARCOLDC1,4,takedown,2016-07-14,11:12,672,,
CLARCOLDC1,5,resight,2016-08-15,10:29,629,,
CLARCOLDC1,5,setup,2016-08-15,10:41,641,,
CLARCOLDC1,5,transect,2016-08-15,10:51,651,88,69.1
CLARCOLDC1,5,pointcount,2016-08-15,10:56,656,,
CLARCOLDC1,6,transect,2016-08-22,12:46,766,81,61
CLARCOLDC1,6,pointcount,2016-08-22,12:50,770,,
CLARCOLDC1,6,resight,2016-08-22,13:00,780,,
CLARCOLDC1,6,takedown,2016-08-22,13:20,800,,
COLSKATMD1,1,setup,2016-06-14,14:35,875,,
COLSKATMD1,1,transect,2016-06-14,14:38,878,78.1,48
COLSKATMD1,1,pointcount,2016-06-14,14:42,882,,
COLSKATMD1,1,resight,2016-06-14,14:57,897,,
COLSKATMD1,2,transect,2016-06-21,14:28,868,84.9,68
COLSKATMD1,2,takedown,2016-06-21,14:33,873,,
COLSKATMD1,3,transect,2016-07-12,6:17,377,73.9,64.9
COLSKATMD1,3,pointcount,2016-07-12,6:22,382,,
COLSKATMD1,3,setup,2016-07-12,6:35,395,,
COLSKATMD1,4,transect,2016-07-19,11:38,698,86,66
COLSKATMD1,4,pointcount,2016-07-19,11:45,705,,
COLSKATMD1,4,resight,2016-07-19,11:56,716,,
COLSKATMD1,4,takedown,2016-07-19,12:20,740,,
COLSKATMD1,5,transect,2016-08-16,7:40,460,77,73
COLSKATMD1,5,resight,2016-08-16,7:43,463,,
COLSKATMD1,5,setup,2016-08-16,8:14,494,,
COLSKATMD1,6,transect,2016-08-23,7:58,478,70,61
COLSKATMD1,6,pointcount,2016-08-23,8:02,482,,
COLSKATMD1,6,resight,2016-08-23,8:12,492,,
COLSKATMD1,6,takedown,2016-08-23,8:36,516,,
EGANMARMD1,1,setup,2016-06-10,15:54,954,,
EGANMARMD1,1,pointcount,2016-06-10,15:57,957,,
EGANMARMD1,1,transect,2016-06-10,16:11,971,81,50
EGANMARMD1,1,resight,2016-06-10,16:18,978,,
EGANMARMD1,2,takedown,2016-06-17,7:56,476,,
EGANMARMD1,2,transect,2016-06-17,8:02,482,66.9,62.1
EGANMARMD1,2,resight,2016-06-17,8:06,486,,
EGANMARMD1,3,setup,2016-07-04,10:56,656,,
EGANMARMD1,3,transect,2016-07-04,10:59,659,71.1,66
EGANMARMD1,3,resight,2016-07-04,11:03,663,,
EGANMARMD1,4,transect,2016-07-11,8:53,533,75.9,61
EGANMARMD1,4,pointcount,2016-07-11,8:57,537,,
EGANMARMD1,4,takedown,2016-07-11,9:10,550,,
EGANMARMD1,5,transect,2016-08-03,6:00,360,72,66
EGANMARMD1,5,pointcount,2016-08-03,6:05,365,,
EGANMARMD1,5,setup,2016-08-03,6:22,382,,
EGANMARMD1,6,transect,2016-08-10,9:31,571,82,73.9
EGANMARMD1,6,pointcount,2016-08-10,9:37,577,,
EGANMARMD1,6,resight,2016-08-10,9:47,587,,
EGANMARMD1,6,takedown,2016-08-10,10:11,611,,
FARYSIMMD1,1,transect,2016-06-16,6:47,407,72,69.1
FARYSIMMD1,1,setup,2016-06-16,7:08,428,,
FARYSIMMD1,1,pointcount,2016-06-16,7:10,430,,
FARYSIMMD1,1,resight,2016-06-16,7:21,441,,
FARYSIMMD1,2,transect,2016-06-23,6:20,380,73,69.1
FARYSIMMD1,2,takedown,2016-06-23,6:25,385,,
FARYSIMMD1,3,setup,2016-07-11,10:25,625,,
FARYSIMMD1,3,transect,2016-07-11,10:27,627,81,61.1
FARYSIMMD1,3,resight,2016-07-11,10:33,633,,
FARYSIMMD1,4,transect,2016-07-18,6:11,371,77,71.1
FARYSIMMD1,4,pointcount,2016-07-18,6:16,376,,
FARYSIMMD1,4,takedown,2016-07-18,6:28,388,,
FARYSIMMD1,4,resight,2016-07-18,6:31,391,,
FARYSIMMD1,5,transect,2016-08-13,7:44,464,84,75.9
FARYSIMMD1,5,pointcount,2016-08-13,7:49,469,,
FARYSIMMD1,5,resight,2016-08-13,8:00,480,,
FARYSIMMD1,5,setup,2016-08-13,8:28,508,,
FARYSIMMD1,6,transect,2016-08-20,7:22,442,75,71.1
FARYSIMMD1,6,pointcount,2016-08-20,7:25,445,,
FARYSIMMD1,6,takedown,2016-08-20,7:35,455,,
FISHFERVA1,1,setup,2016-06-09,7:27,447,,
FISHFERVA1,1,pointcount,2016-06-09,7:38,458,,
FISHFERVA1,1,transect,2016-06-09,7:52,472,64,46.9
FISHFERVA1,1,resight,2016-06-09,8:00,480,,
FISHFERVA1,2,transect,2016-06-16,11:55,715,78.1,69.1
FISHFERVA1,2,takedown,2016-06-16,12:03,723,,
FISHFERVA1,2,resight,2016-06-16,12:07,727,,
FISHFERVA1,3,transect,2016-07-25,13:19,799,95,75.9
FISHFERVA1,3,pointcount,2016-07-25,13:24,804,,
FISHFERVA1,3,setup,2016-07-25,13:42,822,,
FISHFERVA1,4,transect,2016-08-01,6:07,367,75.9,72
FISHFERVA1,4,pointcount,2016-08-01,6:13,373,,
FISHFERVA1,4,resight,2016-08-01,6:24,384,,
FISHFERVA1,4,takedown,2016-08-01,6:51,411,,
FISHFERVA1,5,transect,2016-08-19,8:05,485,79,66.9
FISHFERVA1,5,pointcount,2016-08-19,8:11,491,,
FISHFERVA1,5,setup,2016-08-19,8:27,507,,
FISHFERVA1,6,transect,2016-08-26,7:20,440,77,75
FISHFERVA1,6,resight,2016-08-26,7:24,444,,
FISHFERVA1,6,takedown,2016-08-26,7:48,468,,
GECACARVA1,1,transect,2016-06-13,9:29,569,69.1,48.9
GECACARVA1,1,setup,2016-06-13,9:33,573,,
GECACARVA1,1,pointcount,2016-06-13,9:35,575,,
GECACARVA1,1,resight,2016-06-13,9:47,587,,
GECACARVA1,2,takedown,2016-06-20,12:28,748,,
GECACARVA1,2,transect,2016-06-20,12:34,754,87.1,55
GECACARVA1,2,resight,2016-06-20,12:36,756,,
GECACARVA1,3,transect,2016-07-07,8:49,529,86,70
GECACARVA1,3,pointcount,2016-07-07,8:54,534,,
GECACARVA1,3,setup,2016-07-07,9:06,546,,
GECACARVA1,3,resight,2016-07-07,9:22,562,,
GECACARVA1,4,transect,2016-07-14,9:29,569,86,75
GECACARVA1,4,pointcount,2016-07-14,9:33,573,,
GECACARVA1,4,takedown,2016-07-14,9:45,585,,
GECACARVA1,5,resight,2016-08-19,7:23,443,,
GECACARVA1,5,transect,2016-08-19,7:24,444,79,66.9
GECACARVA1,5,setup,2016-08-19,7:51,471,,
GECACARVA1,6,transect,2016-08-26,6:39,399,77,75
GECACARVA1,6,pointcount,2016-08-26,6:44,404,,
GECACARVA1,6,takedown,2016-08-26,6:55,415,,
GERYERIMD1,1,transect,2016-06-17,12:01,721,75.9,60.1
GERYERIMD1,1,pointcount,2016-06-17,12:09,729,,
GERYERIMD1,1,resight,2016-06-17,12:20,740,,
