"","site","date","day","tempHigh","tempLow","dewLow","dewHigh"
"1","BALASUCMD1","2016-06-29",1,82,68,55,66
"2","BALASUCMD1","2016-06-30",2,84,65,53,67
"3","BALASUCMD1","2016-07-01",3,88,71,66,74
"4","BALASUCMD1","2016-07-02",4,80,70,50,70
"5","BALASUCMD1","2016-07-03",5,74,64,54,66
"6","BALASUCMD1","2016-07-04",6,74,68,65,73
"7","BALASUCMD1","2016-07-05",7,91,74,70,76
"8","BALASUCMD1","2016-07-15",8,94,76,62,70
"9","BALASUCMD1","2016-07-16",9,93,72,66,71
"10","BALASUCMD1","2016-07-17",10,93,71,61,72
"11","BALASUCMD1","2016-07-18",11,95,73,66,76
"12","BALASUCMD1","2016-07-19",12,92,70,63,73
"13","BALASUCMD1","2016-07-20",13,89,70,59,70
"14","BALASUCMD1","2016-07-21",14,90,71,62,70
"15","BALASUCMD1","2016-08-16",15,97,75,72,77
"16","BALASUCMD1","2016-08-17",16,95,72,68,74
"17","BALASUCMD1","2016-08-18",17,92,74,67,73
"18","BALASUCMD1","2016-08-19",18,92,74,60,72
"19","BALASUCMD1","2016-08-20",19,91,74,62,71
"20","BALASUCMD1","2016-08-21",20,91,74,62,76
"21","BALASUCMD1","2016-08-22",21,85,69,56,63
"22","BARBJERMD1","2016-06-24",1,86,71,67,72
"23","BARBJERMD1","2016-06-25",2,85,72,57,66
"24","BARBJERMD1","2016-06-26",3,86,66,49,64
"25","BARBJERMD1","2016-06-27",4,87,68,62,72
"26","BARBJERMD1","2016-06-28",5,87,69,64,75
"27","BARBJERMD1","2016-06-29",6,82,68,55,66
"28","BARBJERMD1","2016-06-30",7,84,65,53,67
"29","BARBJERMD1","2016-07-12",8,87,73,62,71
"30","BARBJERMD1","2016-07-13",9,90,75,68,76
"31","BARBJERMD1","2016-07-14",10,98,75,68,76
"32","BARBJERMD1","2016-07-15",11,94,76,62,70
"33","BARBJERMD1","2016-07-16",12,93,72,66,71
"34","BARBJERMD1","2016-07-17",13,93,71,61,72
"35","BARBJERMD1","2016-07-18",14,95,73,66,76
"36","BARBJERMD1","2016-08-23",15,84,67,56,63
"37","BARBJERMD1","2016-08-24",16,86,67,60,66
"38","BARBJERMD1","2016-08-25",17,89,71,63,77
"39","BARBJERMD1","2016-08-26",18,95,77,65,75
"40","BARBJERMD1","2016-08-27",19,92,77,68,74
"41","BARBJERMD1","2016-08-28",20,90,74,59,72
"42","BARBJERMD1","2016-08-29",21,94,72,66,72
"43","BEALTOMMD1","2016-06-20",1,91,68,55,67
"44","BEALTOMMD1","2016-06-21",2,91,72,61,72
"45","BEALTOMMD1","2016-06-22",3,86,69,50,69
"46","BEALTOMMD1","2016-06-23",4,82,70,67,71
"47","BEALTOMMD1","2016-06-24",5,86,71,67,72
"48","BEALTOMMD1","2016-06-25",6,85,72,57,66
"49","BEALTOMMD1","2016-06-26",7,86,66,49,64
"50","BEALTOMMD1","2016-07-13",8,90,75,68,76
"51","BEALTOMMD1","2016-07-14",9,98,75,68,76
"52","BEALTOMMD1","2016-07-15",10,94,76,62,70
"53","BEALTOMMD1","2016-07-16",11,93,72,66,71
"54","BEALTOMMD1","2016-07-17",12,93,71,61,72
"55","BEALTOMMD1","2016-07-18",13,95,73,66,76
"56","BEALTOMMD1","2016-07-19",14,92,70,63,73
"57","BEALTOMMD1","2016-08-21",15,91,74,62,76
"58","BEALTOMMD1","2016-08-22",16,85,69,56,63
"59","BEALTOMMD1","2016-08-23",17,84,67,56,63
"60","BEALTOMMD1","2016-08-24",18,86,67,60,66
"61","BEALTOMMD1","2016-08-25",19,89,71,63,77
"62","BEALTOMMD1","2016-08-26",20,95,77,65,75
"63","BEALTOMMD1","2016-08-27",21,92,77,68,74
"64","BLOCDAVMD1","2016-06-27",1,87,68,62,72
"65","BLOCDAVMD1","2016-06-28",2,87,69,64,75
"66","BLOCDAVMD1","2016-06-29",3,82,68,55,66
"67","BLOCDAVMD1","2016-06-30",4,84,65,53,67
"68","BLOCDAVMD1","2016-07-01",5,88,71,66,74
"69","BLOCDAVMD1","2016-07-02",6,80,70,50,70
"70","BLOCDAVMD1","2016-07-03",7,74,64,54,66
"71","BLOCDAVMD1","2016-07-13",8,90,75,68,76
"72","BLOCDAVMD1","2016-07-14",9,98,75,68,76
"73","BLOCDAVMD1","2016-07-15",10,94,76,62,70
"74","BLOCDAVMD1","2016-07-16",11,93,72,66,71
"75","BLOCDAVMD1","2016-07-17",12,93,71,61,72
"76","BLOCDAVMD1","2016-07-18",13,95,73,66,76
"77","BLOCDAVMD1","2016-07-19",14,92,70,63,73
"78","BLOCDAVMD1","2016-08-05",15,85,73,66,74
"79","BLOCDAVMD1","2016-08-06",16,94,75,69,76
"80","BLOCDAVMD1","2016-08-07",17,92,71,56,63
"81","BLOCDAVMD1","2016-08-08",18,92,70,56,68
"82","BLOCDAVMD1","2016-08-09",19,81,68,62,75
"83","BLOCDAVMD1","2016-08-10",20,95,77,71,75
"84","BLOCDAVMD1","2016-08-11",21,97,78,70,75
"85","BRIGKIMMD1","2016-06-09",1,82,53,39,49
"86","BRIGKIMMD1","2016-06-10",2,82,63,37,61
"87","BRIGKIMMD1","2016-06-11",3,96,66,58,70
"88","BRIGKIMMD1","2016-06-12",4,93,70,34,67
"89","BRIGKIMMD1","2016-06-13",5,81,64,42,55
"90","BRIGKIMMD1","2016-06-14",6,81,67,45,58
"91","BRIGKIMMD1","2016-06-15",7,83,66,58,68
"92","BRIGKIMMD1","2016-07-05",8,91,74,70,76
"93","BRIGKIMMD1","2016-07-06",9,94,77,69,76
"94","BRIGKIMMD1","2016-07-07",10,93,77,69,76
"95","BRIGKIMMD1","2016-07-08",11,91,77,68,77
"96","BRIGKIMMD1","2016-07-09",12,93,78,61,76
"97","BRIGKIMMD1","2016-07-10",13,86,74,60,62
"98","BRIGKIMMD1","2016-07-11",14,88,70,52,66
"99","BRIGKIMMD1","2016-08-02",15,91,75,67,73
"100","BRIGKIMMD1","2016-08-03",16,83,72,64,67
"101","BRIGKIMMD1","2016-08-04",17,86,70,59,67
"102","BRIGKIMMD1","2016-08-05",18,85,73,66,74
"103","BRIGKIMMD1","2016-08-06",19,94,75,69,76
"104","BRIGKIMMD1","2016-08-07",20,92,71,56,63
"105","BRIGKIMMD1","2016-08-08",21,92,70,56,68
"106","BROWANNDC1","2016-06-15",1,83,66,58,68
"107","BROWANNDC1","2016-06-16",2,89,68,65,71
"108","BROWANNDC1","2016-06-17",3,82,66,55,65
"109","BROWANNDC1","2016-06-18",4,85,66,51,58
"110","BROWANNDC1","2016-06-19",5,90,65,51,58
"111","BROWANNDC1","2016-06-20",6,91,68,55,67
"112","BROWANNDC1","2016-06-21",7,91,72,61,72
"113","BROWANNDC1","2016-07-11",8,88,70,52,66
"114","BROWANNDC1","2016-07-12",9,87,73,62,71
"115","BROWANNDC1","2016-07-13",10,90,75,68,76
"116","BROWANNDC1","2016-07-14",11,98,75,68,76
"117","BROWANNDC1","2016-07-15",12,94,76,62,70
"118","BROWANNDC1","2016-07-16",13,93,72,66,71
"119","BROWANNDC1","2016-07-17",14,93,71,61,72
"120","BROWANNDC1","2016-08-22",15,85,69,56,63
"121","BROWANNDC1","2016-08-23",16,84,67,56,63
"122","BROWANNDC1","2016-08-24",17,86,67,60,66
"123","BROWANNDC1","2016-08-25",18,89,71,63,77
"124","BROWANNDC1","2016-08-26",19,95,77,65,75
"125","BROWANNDC1","2016-08-27",20,92,77,68,74
"126","BROWANNDC1","2016-08-28",21,90,74,59,72
"127","BROWANNMD1","2016-06-21",1,91,72,61,72
"128","BROWANNMD1","2016-06-22",2,86,69,50,69
"129","BROWANNMD1","2016-06-23",3,82,70,67,71
"130","BROWANNMD1","2016-06-24",4,86,71,67,72
"131","BROWANNMD1","2016-06-25",5,85,72,57,66
"132","BROWANNMD1","2016-06-26",6,86,66,49,64
"133","BROWANNMD1","2016-06-27",7,87,68,62,72
"134","BROWANNMD1","2016-07-05",8,91,74,70,76
"135","BROWANNMD1","2016-07-06",9,94,77,69,76
"136","BROWANNMD1","2016-07-07",10,93,77,69,76
"137","BROWANNMD1","2016-07-08",11,91,77,68,77
"138","BROWANNMD1","2016-07-09",12,93,78,61,76
"139","BROWANNMD1","2016-07-10",13,86,74,60,62
"140","BROWANNMD1","2016-07-11",14,88,70,52,66
"141","BROWANNMD1","2016-08-02",15,91,75,67,73
"142","BROWANNMD1","2016-08-03",16,83,72,64,67
"143","BROWANNMD1","2016-08-04",17,86,70,59,67
"144","BROWANNMD1","2016-08-05",18,85,73,66,74
"145","BROWANNMD1","2016-08-06",19,94,75,69,76
"146","BROWANNMD1","2016-08-07",20,92,71,56,63
"147","BROWANNMD1","2016-08-08",21,92,70,56,68
"148","BUISNORVA1","2016-06-06",1,87,69,57,68
"149","BUISNORVA1","2016-06-07",2,87,65,50,68
"150","BUISNORVA1","2016-06-08",3,74,62,38,51
"151","BUISNORVA1","2016-06-09",4,82,53,39,49
"152","BUISNORVA1","2016-06-10",5,82,63,37,61
"153","BUISNORVA1","2016-06-11",6,96,66,58,70
"154","BUISNORVA1","2016-06-12",7,93,70,34,67
"155","BUISNORVA1","2016-07-25",8,100,81,69,79
"156","BUISNORVA1","2016-07-26",9,98,80,64,73
"157","BUISNORVA1","2016-07-27",10,97,81,60,74
"158","BUISNORVA1","2016-07-28",11,95,77,69,76
"159","BUISNORVA1","2016-07-29",12,92,75,67,75
"160","BUISNORVA1","2016-07-30",13,90,74,71,76
"161","BUISNORVA1","2016-07-31",14,92,75,69,74
"162","BUISNORVA1","2016-08-08",15,92,70,56,68
"163","BUISNORVA1","2016-08-09",16,81,68,62,75
"164","BUISNORVA1","2016-08-10",17,95,77,71,75
"165","BUISNORVA1","2016-08-11",18,97,78,70,75
"166","BUISNORVA1","2016-08-12",19,99,81,73,78
"167","BUISNORVA1","2016-08-13",20,101,80,68,78
"168","BUISNORVA1","2016-08-14",21,100,80,68,77
"169","BURDROBVA1","2016-06-13",1,81,64,42,55
"170","BURDROBVA1","2016-06-14",2,81,67,45,58
"171","BURDROBVA1","2016-06-15",3,83,66,58,68
"172","BURDROBVA1","2016-06-16",4,89,68,65,71
"173","BURDROBVA1","2016-06-17",5,82,66,55,65
"174","BURDROBVA1","2016-06-18",6,85,66,51,58
"175","BURDROBVA1","2016-06-19",7,90,65,51,58
"176","BURDROBVA1","2016-07-18",8,95,73,66,76
"177","BURDROBVA1","2016-07-19",9,92,70,63,73
"178","BURDROBVA1","2016-07-20",10,89,70,59,70
"179","BURDROBVA1","2016-07-21",11,90,71,62,70
"180","BURDROBVA1","2016-07-22",12,95,74,68,72
"181","BURDROBVA1","2016-07-23",13,98,79,68,78
"182","BURDROBVA1","2016-07-24",14,97,80,64,76
"183","BURDROBVA1","2016-08-22",15,85,69,56,63
"184","BURDROBVA1","2016-08-23",16,84,67,56,63
"185","BURDROBVA1","2016-08-24",17,86,67,60,66
"186","BURDROBVA1","2016-08-25",18,89,71,63,77
"187","BURDROBVA1","2016-08-26",19,95,77,65,75
"188","BURDROBVA1","2016-08-27",20,92,77,68,74
"189","BURDROBVA1","2016-08-28",21,90,74,59,72
"190","CAMPGLOMD1","2016-06-17",1,82,66,55,65
"191","CAMPGLOMD1","2016-06-18",2,85,66,51,58
"192","CAMPGLOMD1","2016-06-19",3,90,65,51,58
"193","CAMPGLOMD1","2016-06-20",4,91,68,55,67
"194","CAMPGLOMD1","2016-06-21",5,91,72,61,72
"195","CAMPGLOMD1","2016-06-22",6,86,69,50,69
"196","CAMPGLOMD1","2016-06-23",7,82,70,67,71
"197","CAMPGLOMD1","2016-07-06",8,94,77,69,76
"198","CAMPGLOMD1","2016-07-07",9,93,77,69,76
"199","CAMPGLOMD1","2016-07-08",10,91,77,68,77
"200","CAMPGLOMD1","2016-07-09",11,93,78,61,76
"201","CAMPGLOMD1","2016-07-10",12,86,74,60,62
"202","CAMPGLOMD1","2016-07-11",13,88,70,52,66
"203","CAMPGLOMD1","2016-07-12",14,87,73,62,71
"204","CAMPGLOMD1","2016-08-02",15,91,75,67,73
"205","CAMPGLOMD1","2016-08-03",16,83,72,64,67
"206","CAMPGLOMD1","2016-08-04",17,86,70,59,67
"207","CAMPGLOMD1","2016-08-05",18,85,73,66,74
"208","CAMPGLOMD1","2016-08-06",19,94,75,69,76
"209","CAMPGLOMD1","2016-08-07",20,92,71,56,63
"210","CAMPGLOMD1","2016-08-08",21,92,70,56,68
"211","CAMPROSMD1","2016-06-20",1,91,68,55,67
"212","CAMPROSMD1","2016-06-21",2,91,72,61,72
"213","CAMPROSMD1","2016-06-22",3,86,69,50,69
"214","CAMPROSMD1","2016-06-23",4,82,70,67,71
"215","CAMPROSMD1","2016-06-24",5,86,71,67,72
"216","CAMPROSMD1","2016-06-25",6,85,72,57,66
"217","CAMPROSMD1","2016-06-26",7,86,66,49,64
"218","CAMPROSMD1","2016-07-15",8,94,76,62,70
"219","CAMPROSMD1","2016-07-16",9,93,72,66,71
"220","CAMPROSMD1","2016-07-17",10,93,71,61,72
"221","CAMPROSMD1","2016-07-18",11,95,73,66,76
"222","CAMPROSMD1","2016-07-19",12,92,70,63,73
"223","CAMPROSMD1","2016-07-20",13,89,70,59,70
"224","CAMPROSMD1","2016-07-21",14,90,71,62,70
"225","CAMPROSMD1","2016-08-13",15,101,81,74,78
"226","CAMPROSMD1","2016-08-14",16,100,80,68,77
"227","CAMPROSMD1","2016-08-15",17,100,73,69,75
"228","CAMPROSMD1","2016-08-16",18,97,75,72,77
"229","CAMPROSMD1","2016-08-17",19,95,72,68,74
"230","CAMPROSMD1","2016-08-18",20,92,74,67,73
"231","CAMPROSMD1","2016-08-19",21,92,74,60,72
"232","CLARCOLDC1","2016-06-24",1,86,71,67,72
"233","CLARCOLDC1","2016-06-25",2,85,72,57,66
"234","CLARCOLDC1","2016-06-26",3,86,66,49,64
"235","CLARCOLDC1","2016-06-27",4,87,68,62,72
"236","CLARCOLDC1","2016-06-28",5,87,69,64,75
"237","CLARCOLDC1","2016-06-29",6,82,68,55,66
"238","CLARCOLDC1","2016-06-30",7,84,65,53,67
"239","CLARCOLDC1","2016-07-07",8,93,77,69,76
"240","CLARCOLDC1","2016-07-08",9,91,77,68,77
"241","CLARCOLDC1","2016-07-09",10,93,78,61,76
"242","CLARCOLDC1","2016-07-10",11,86,74,60,62
"243","CLARCOLDC1","2016-07-11",12,88,70,52,66
"244","CLARCOLDC1","2016-07-12",13,87,73,62,71
"245","CLARCOLDC1","2016-07-13",14,90,75,68,76
"246","CLARCOLDC1","2016-08-15",15,100,73,69,75
"247","CLARCOLDC1","2016-08-16",16,97,75,72,77
"248","CLARCOLDC1","2016-08-17",17,95,72,68,74
"249","CLARCOLDC1","2016-08-18",18,92,74,67,73
"250","CLARCOLDC1","2016-08-19",19,92,74,60,72
"251","CLARCOLDC1","2016-08-20",20,91,75,58,71
"252","CLARCOLDC1","2016-08-21",21,91,74,62,76
"253","COLSKATMD1","2016-06-14",1,81,67,45,58
"254","COLSKATMD1","2016-06-15",2,83,66,58,68
"255","COLSKATMD1","2016-06-16",3,89,68,65,71
"256","COLSKATMD1","2016-06-17",4,82,66,55,65
"257","COLSKATMD1","2016-06-18",5,85,66,51,58
"258","COLSKATMD1","2016-06-19",6,90,65,51,58
"259","COLSKATMD1","2016-06-20",7,91,68,55,67
"260","COLSKATMD1","2016-07-12",8,87,73,62,71
"261","COLSKATMD1","2016-07-13",9,90,75,68,76
"262","COLSKATMD1","2016-07-14",10,98,75,68,76
"263","COLSKATMD1","2016-07-15",11,94,76,62,70
"264","COLSKATMD1","2016-07-16",12,93,72,66,71
"265","COLSKATMD1","2016-07-17",13,93,71,61,72
"266","COLSKATMD1","2016-07-18",14,95,73,66,76
"267","COLSKATMD1","2016-08-16",15,97,75,72,77
"268","COLSKATMD1","2016-08-17",16,95,72,68,74
"269","COLSKATMD1","2016-08-18",17,92,74,67,73
"270","COLSKATMD1","2016-08-19",18,92,74,60,72
"271","COLSKATMD1","2016-08-20",19,91,75,58,71
"272","COLSKATMD1","2016-08-21",20,91,74,62,76
"273","COLSKATMD1","2016-08-22",21,85,69,56,63
"274","EGANMARMD1","2016-06-10",1,82,63,37,61
"275","EGANMARMD1","2016-06-11",2,96,66,58,70
"276","EGANMARMD1","2016-06-12",3,93,70,34,67
"277","EGANMARMD1","2016-06-13",4,81,64,42,55
"278","EGANMARMD1","2016-06-14",5,81,67,45,58
"279","EGANMARMD1","2016-06-15",6,83,66,58,68
"280","EGANMARMD1","2016-06-16",7,89,68,65,71
"281","EGANMARMD1","2016-07-04",8,74,68,65,73
"282","EGANMARMD1","2016-07-05",9,91,74,70,76
"283","EGANMARMD1","2016-07-06",10,94,77,69,76
"284","EGANMARMD1","2016-07-07",11,93,77,69,76
"285","EGANMARMD1","2016-07-08",12,91,77,68,77
"286","EGANMARMD1","2016-07-09",13,93,78,61,76
"287","EGANMARMD1","2016-07-10",14,86,74,60,62
"288","EGANMARMD1","2016-08-03",15,83,72,64,67
"289","EGANMARMD1","2016-08-04",16,86,70,59,67
"290","EGANMARMD1","2016-08-05",17,85,73,66,74
"291","EGANMARMD1","2016-08-06",18,94,75,69,76
"292","EGANMARMD1","2016-08-07",19,92,71,56,63
"293","EGANMARMD1","2016-08-08",20,92,70,56,68
"294","EGANMARMD1","2016-08-09",21,81,68,62,75
"295","FARYSIMMD1","2016-06-16",1,89,68,65,71
"296","FARYSIMMD1","2016-06-17",2,82,66,55,65
"297","FARYSIMMD1","2016-06-18",3,85,66,51,58
"298","FARYSIMMD1","2016-06-19",4,90,65,51,58
"299","FARYSIMMD1","2016-06-20",5,91,68,55,67
"300","FARYSIMMD1","2016-06-21",6,91,72,61,72
"301","FARYSIMMD1","2016-06-22",7,86,69,50,69
"302","FARYSIMMD1","2016-07-11",8,88,70,52,66
"303","FARYSIMMD1","2016-07-12",9,87,73,62,71
"304","FARYSIMMD1","2016-07-13",10,90,75,68,76
"305","FARYSIMMD1","2016-07-14",11,98,75,68,76
"306","FARYSIMMD1","2016-07-15",12,94,76,62,70
"307","FARYSIMMD1","2016-07-16",13,93,72,66,71
"308","FARYSIMMD1","2016-07-17",14,93,71,61,72
"309","FARYSIMMD1","2016-08-13",15,101,81,74,78
"310","FARYSIMMD1","2016-08-14",16,100,80,68,77
"311","FARYSIMMD1","2016-08-15",17,100,73,69,75
"312","FARYSIMMD1","2016-08-16",18,97,75,72,77
"313","FARYSIMMD1","2016-08-17",19,95,72,68,74
"314","FARYSIMMD1","2016-08-18",20,92,74,67,73
"315","FARYSIMMD1","2016-08-19",21,92,74,60,72
"316","FISHFERVA1","2016-06-09",1,82,53,39,49
"317","FISHFERVA1","2016-06-10",2,82,63,37,61
"318","FISHFERVA1","2016-06-11",3,96,66,58,70
"319","FISHFERVA1","2016-06-12",4,93,70,34,67
"320","FISHFERVA1","2016-06-13",5,81,64,42,55
"321","FISHFERVA1","2016-06-14",6,81,67,45,58
"322","FISHFERVA1","2016-06-15",7,83,66,58,68
"323","FISHFERVA1","2016-07-25",8,100,81,69,79
"324","FISHFERVA1","2016-07-26",9,98,80,64,73
"325","FISHFERVA1","2016-07-27",10,97,81,60,74
"326","FISHFERVA1","2016-07-28",11,95,77,69,76
"327","FISHFERVA1","2016-07-29",12,92,75,67,75
"328","FISHFERVA1","2016-07-30",13,90,74,71,76
"329","FISHFERVA1","2016-07-31",14,92,75,69,74
"330","FISHFERVA1","2016-08-19",15,92,74,60,72
"331","FISHFERVA1","2016-08-20",16,91,75,58,71
"332","FISHFERVA1","2016-08-21",17,91,74,62,76
"333","FISHFERVA1","2016-08-22",18,85,69,56,63
"334","FISHFERVA1","2016-08-23",19,84,67,56,63
"335","FISHFERVA1","2016-08-24",20,86,67,60,66
"336","FISHFERVA1","2016-08-25",21,89,71,63,77
